city,installation_date,count
MENLO PARK,2018,85
MENLO PARK,2019,98
MENTONE,2001,1
MENTONE,2011,1
MENTONE,2013,1
MENTONE,2014,21
MENTONE,2015,57
MENTONE,2016,18
MENTONE,2017,30
MENTONE,2018,15
MENTONE,2019,28
MERCED,2006,1
MERCED,2013,45
MERCED,2014,203
MERCED,2015,428
MERCED,2016,576
MERCED,2017,343
MERCED,2018,348
MERCED,2019,390
MERIDIAN,2013,2
MERIDIAN,2014,1
MERIDIAN,2015,7
MERIDIAN,2016,9
MERIDIAN,2017,7
MERIDIAN,2018,6
MERIDIAN,2019,4
MI WUK VILLAGE,2013,1
MI WUK VILLAGE,2014,1
MI WUK VILLAGE,2016,2
MI WUK VILLAGE,2017,1
MI WUK VILLAGE,2018,2
MI WUK VILLAGE,2019,4
MIDDLETOWN,2013,5
MIDDLETOWN,2014,8
MIDDLETOWN,2015,14
MIDDLETOWN,2016,10
MIDDLETOWN,2017,16
MIDDLETOWN,2018,19
MIDDLETOWN,2019,24
MIDPINES,2013,1
MIDPINES,2014,2
MIDPINES,2016,2
MIDPINES,2017,2
MIDPINES,2018,2
MIDWAY CITY,2011,1
MIDWAY CITY,2014,5
MIDWAY CITY,2015,15
MIDWAY CITY,2016,12
MIDWAY CITY,2017,8
MIDWAY CITY,2018,6
MIDWAY CITY,2019,7
MILL VALLEY,2002,1
MILL VALLEY,2013,32
MILL VALLEY,2014,84
MILL VALLEY,2015,111
MILL VALLEY,2016,105
MILL VALLEY,2017,73
MILL VALLEY,2018,86
MILL VALLEY,2019,90
MILLBRAE,2013,8
MILLBRAE,2014,27
MILLBRAE,2015,43
MILLBRAE,2016,43
MILLBRAE,2017,32
MILLBRAE,2018,56
MILLBRAE,2019,39
MILLVILLE,2013,6
MILLVILLE,2014,8
MILLVILLE,2015,16
MILLVILLE,2016,10
MILLVILLE,2017,14
MILLVILLE,2018,15
MILLVILLE,2019,24
MILPITAS,2004,1
MILPITAS,2013,54
MILPITAS,2014,170
MILPITAS,2015,221
MILPITAS,2016,259
MILPITAS,2017,196
MILPITAS,2018,160
MILPITAS,2019,139
MIRA LOMA,2012,4
MIRA LOMA,2013,7
MIRA LOMA,2014,77
MIRA LOMA,2015,176
MIRA LOMA,2016,113
MIRA LOMA,2017,78
MIRA LOMA,2018,73
MIRA LOMA,2019,18
MIRAMONTE,2015,2
MIRAMONTE,2016,1
MIRAMONTE,2017,1
MIRAMONTE,2018,3
MIRANDA,2015,2
MIRANDA,2017,1
MIRANDA,2018,2
MISSION VIEJO,2003,2
MISSION VIEJO,2004,1
MISSION VIEJO,2005,1
MISSION VIEJO,2006,1
MISSION VIEJO,2007,1
MISSION VIEJO,2008,2
MISSION VIEJO,2009,1
MISSION VIEJO,2010,1
MISSION VIEJO,2011,8
MISSION VIEJO,2012,9
MISSION VIEJO,2013,57
MISSION VIEJO,2014,234
MISSION VIEJO,2015,479
MISSION VIEJO,2016,502
MISSION VIEJO,2017,317
MISSION VIEJO,2018,406
MISSION VIEJO,2019,582
MOCCASIN,2016,1
MOCCASIN,2018,1
MOCCASIN,2019,3
MODESTO,2015,1
MODESTO,2016,3
MOJAVE,2011,1
MOJAVE,2012,1
MOJAVE,2014,4
MOJAVE,2015,16
MOJAVE,2016,8
MOJAVE,2017,4
MOJAVE,2018,10
MOJAVE,2019,8
MOKELUMNE HILL,2013,4
MOKELUMNE HILL,2014,5
MOKELUMNE HILL,2015,6
MOKELUMNE HILL,2016,9
MOKELUMNE HILL,2017,8
MOKELUMNE HILL,2018,7
MOKELUMNE HILL,2019,12
MONROVIA,2002,3
MONROVIA,2010,2
MONROVIA,2011,1
MONROVIA,2012,1
MONROVIA,2013,5
MONROVIA,2014,40
MONROVIA,2015,97
MONROVIA,2016,71
MONROVIA,2017,54
MONROVIA,2018,73
MONROVIA,2019,85
MONTARA,2013,9
MONTARA,2014,11
MONTARA,2015,11
MONTARA,2016,11
MONTARA,2017,11
MONTARA,2018,8
MONTARA,2019,15
MONTCLAIR,2003,1
MONTCLAIR,2011,1
MONTCLAIR,2013,1
MONTCLAIR,2014,20
MONTCLAIR,2015,95
MONTCLAIR,2016,80
MONTCLAIR,2017,44
MONTCLAIR,2018,62
MONTCLAIR,2019,85
MONTE RIO,2014,2
MONTE RIO,2015,6
MONTE RIO,2016,5
MONTE RIO,2017,1
MONTE RIO,2018,5
MONTE RIO,2019,3
MONTE SERENO,2013,1
MONTE SERENO,2014,16
MONTE SERENO,2015,8
MONTE SERENO,2016,5
MONTE SERENO,2017,8
MONTE SERENO,2018,6
MONTE SERENO,2019,13
MONTEBELLO,2002,1
MONTEBELLO,2008,1
MONTEBELLO,2013,1
MONTEBELLO,2014,13
MONTEBELLO,2015,65
MONTEBELLO,2016,62
MONTEBELLO,2017,38
MONTEBELLO,2018,51
MONTEBELLO,2019,62
MONTECITO,2015,1
MONTECITO,2019,1
MONTEREY,2004,1
MONTEREY,2013,18
MONTEREY,2014,76
MONTEREY,2015,122
MONTEREY,2016,110
MONTEREY,2017,65
MONTEREY,2018,57
MONTEREY,2019,59
MONTEREY PARK,2012,1
MONTEREY PARK,2013,1
MONTEREY PARK,2014,26
MONTEREY PARK,2015,65
MONTEREY PARK,2016,67
MONTEREY PARK,2017,48
MONTEREY PARK,2018,57
MONTEREY PARK,2019,50
MONTGOMERY CREEK,2014,1
MONTGOMERY CREEK,2017,1
MONTGOMERY CREEK,2018,1
MONTROSE,2004,1
MONTROSE,2015,5
MONTROSE,2016,4
MONTROSE,2017,3
MONTROSE,2018,2
MONTROSE,2019,3
MOORPARK,2001,1
MOORPARK,2002,2
MOORPARK,2003,2
MOORPARK,2005,1
MOORPARK,2006,1
MOORPARK,2007,1
MOORPARK,2008,2
MOORPARK,2009,1
MOORPARK,2010,2
MOORPARK,2011,2
MOORPARK,2012,4
MOORPARK,2013,6
MOORPARK,2014,85
MOORPARK,2015,153
MOORPARK,2016,106
MOORPARK,2017,59
MOORPARK,2018,146
MOORPARK,2019,104
MORAGA,2013,17
MORAGA,2014,47
MORAGA,2015,65
MORAGA,2016,65
MORAGA,2017,56
MORAGA,2018,66
MORAGA,2019,82
MORENO VALLEY,2004,1
MORENO VALLEY,2005,1
MORENO VALLEY,2008,2
MORENO VALLEY,2009,2
MORENO VALLEY,2010,3
MORENO VALLEY,2011,3
MORENO VALLEY,2012,6
MORENO VALLEY,2013,20
MORENO VALLEY,2014,214
MORENO VALLEY,2015,661
MORENO VALLEY,2016,615
MORENO VALLEY,2017,643
MORENO VALLEY,2018,763
MORENO VALLEY,2019,1026
MORGAN HILL,2004,1
MORGAN HILL,2005,1
MORGAN HILL,2013,77
MORGAN HILL,2014,263
MORGAN HILL,2015,342
MORGAN HILL,2016,439
MORGAN HILL,2017,307
MORGAN HILL,2018,358
MORGAN HILL,2019,344
MORONGO,2018,1
MORONGO VALLEY,2002,1
MORONGO VALLEY,2006,2
MORONGO VALLEY,2010,1
MORONGO VALLEY,2011,1
MORONGO VALLEY,2014,10
MORONGO VALLEY,2015,25
MORONGO VALLEY,2016,24
MORONGO VALLEY,2017,12
MORONGO VALLEY,2018,12
MORONGO VALLEY,2019,18
MORRO BAY,2005,1
MORRO BAY,2013,5
MORRO BAY,2014,26
MORRO BAY,2015,52
MORRO BAY,2016,50
MORRO BAY,2017,20
MORRO BAY,2018,18
MORRO BAY,2019,38
MOSS BEACH,2013,2
MOSS BEACH,2014,4
MOSS BEACH,2015,15
MOSS BEACH,2016,11
MOSS BEACH,2017,9
MOSS BEACH,2018,9
MOSS BEACH,2019,6
MOSS LANDING,2014,2
MOSS LANDING,2015,4
MOSS LANDING,2016,1
MOSS LANDING,2017,1
MOSS LANDING,2018,3
MOSS LANDING,2019,3
MOUNT AUKUM,2002,1
MOUNT AUKUM,2015,2
MOUNT AUKUM,2016,4
MOUNT AUKUM,2017,5
MOUNT AUKUM,2018,4
MOUNT AUKUM,2019,6
MOUNT HERMON,2014,3
MOUNT HERMON,2015,2
MOUNT HERMON,2017,1
MOUNT HERMON,2018,1
MOUNTAIN CENTER,2010,1
MOUNTAIN CENTER,2015,1
MOUNTAIN RANCH,2013,4
MOUNTAIN RANCH,2014,6
MOUNTAIN RANCH,2015,10
MOUNTAIN RANCH,2016,9
MOUNTAIN RANCH,2017,5
MOUNTAIN RANCH,2018,17
MOUNTAIN RANCH,2019,14
MOUNTAIN VIEW,2002,1
MOUNTAIN VIEW,2013,31
MOUNTAIN VIEW,2014,95
MOUNTAIN VIEW,2015,122
MOUNTAIN VIEW,2016,183
MOUNTAIN VIEW,2017,101
MOUNTAIN VIEW,2018,121
MOUNTAIN VIEW,2019,133
MT BALDY,2004,1
MT BALDY,2019,1
MUERRITA,2018,1
MUIR BEACH,2014,1
MUIR BEACH,2016,2
MUIR BEACH,2017,3
MUIR BEACH,2018,4
MUIR BEACH,2019,2
MURPHYS,2002,1
MURPHYS,2006,1
MURPHYS,2013,5
MURPHYS,2014,13
MURPHYS,2015,17
MURPHYS,2016,17
MURPHYS,2017,19
MURPHYS,2018,24
MURPHYS,2019,35
MURRIETA,2003,2
MURRIETA,2004,2
MURRIETA,2005,2
MURRIETA,2006,1
MURRIETA,2007,3
MURRIETA,2008,2
MURRIETA,2009,4
MURRIETA,2010,3
MURRIETA,2011,10
MURRIETA,2012,24
MURRIETA,2013,64
MURRIETA,2014,496
MURRIETA,2015,1044
MURRIETA,2016,773
MURRIETA,2017,688
MURRIETA,2018,922
MURRIETA,2019,954
MUSCOY,2016,1
MYERS FLAT,2017,1
MYERS FLAT,2018,1
Madera,2001,1
Madera,2002,4
Madera,2003,6
Madera,2004,17
Madera,2005,20
Madera,2006,39
Madera,2007,40
Madera,2008,28
Madera,2009,49
Madera,2010,73
Madera,2011,112
Madera,2012,132
Madera,2013,123
Madera,2014,29
Madera,2015,27
Madera,2016,13
Madera,2017,32
Madera,2018,60
Madera,2019,8
Madera Ranchos,2006,1
Madison,2008,1
Madison,2009,3
Madison,2010,2
Madison,2011,2
Magalia,2005,1
Magalia,2007,1
Magalia,2010,2
Magalia,2013,2
Magalia,2015,1
Magnolia,2010,1
Mahatten Beach,2007,1
Malibu,2001,1
Malibu,2003,2
Malibu,2004,6
Malibu,2005,2
Malibu,2006,8
Malibu,2007,10
Malibu,2008,16
Malibu,2009,30
Malibu,2010,29
Malibu,2011,34
Malibu,2012,32
Malibu,2013,42
Malibu,2014,36
Malibu,2015,1
Malibu,2016,14
Malibu,2017,9
Malibu,2018,2
Malibu Lake,2007,1
Mammoth Lakes,2001,1
Mammoth Lakes,2002,1
Mammoth Lakes,2009,1
Mammoth Lakes,2010,2
Mammoth Lakes,2011,3
Mammoth Lakes,2012,4
Mammoth Lakes,2013,1
Mammoth Lakes,2014,1
Mammoth Lakes,2015,2
Mammoth Lakes,2016,2
Mammoth Lakes,2017,1
Manchester,2008,1
Manchester,2009,1
Manchester,2012,2
Manchester,2013,2
Manhattan  Beach,2017,1
Manhattan Bch,2012,1
Manhattan Bch,2013,2
Manhattan Bch,2014,3
Manhattan Beach,2001,2
Manhattan Beach,2003,2
Manhattan Beach,2004,3
Manhattan Beach,2005,3
Manhattan Beach,2006,2
Manhattan Beach,2007,8
Manhattan Beach,2008,14
Manhattan Beach,2009,34
Manhattan Beach,2010,39
Manhattan Beach,2011,56
Manhattan Beach,2012,69
Manhattan Beach,2013,75
Manhattan Beach,2014,43
Manhattan Beach,2015,4
Manhattan Beach,2016,14
Manhattan Beach,2017,18
Manhattan Beach,2018,5
Manhatten Beach,2003,2
Manhatten Beach,2004,1
Manhatten Beach,2005,1
Manhatten Beach,2006,1
Manhatten Beach,2007,1
Manteca,2002,1
Manteca,2003,6
Manteca,2004,4
Manteca,2005,11
Manteca,2006,10
Manteca,2007,16
Manteca,2008,32
Manteca,2009,94
Manteca,2010,74
Manteca,2011,60
Manteca,2012,86
Manteca,2013,104
Manteca,2014,88
Manteca,2015,35
Manteca,2016,10
Manteca,2017,60
Manteca,2018,268
Manteca,2019,106
Manton,2007,1
Manton,2012,1
Manton,2013,3
Manton,2014,1
Maricopa,2008,1
Maricopa,2012,2
Maricopa,2013,2
Marin City,2009,1
Marina,2006,2
Marina,2007,2
Marina,2008,3
Marina,2009,4
Marina,2010,1
Marina,2011,5
Marina,2012,7
Marina,2013,10
Marina,2014,4
Marina,2015,5
Marina,2016,18
Marina,2017,2
Marina,2018,1
Marina del Rey,2008,1
Mariposa,2001,1
Mariposa,2002,5
Mariposa,2003,3
Mariposa,2004,4
Mariposa,2005,5
Mariposa,2006,8
Mariposa,2007,4
Mariposa,2008,3
Mariposa,2009,7
Mariposa,2010,8
Mariposa,2011,15
Mariposa,2012,22
Mariposa,2013,11
Mariposa,2014,5
Mariposa,2017,1
Marshall,2006,1
Marshall,2010,2
Martell,2013,1
Martienz,2007,1
Martinez,2001,6
Martinez,2002,1
Martinez,2003,6
Martinez,2004,8
Martinez,2005,9
Martinez,2006,12
Martinez,2007,20
Martinez,2008,12
Martinez,2009,19
Martinez,2010,34
Martinez,2011,39
Martinez,2012,66
Martinez,2013,148
Martinez,2014,12
Martinez,2015,14
Martinez,2016,1
Martinez,2017,5
Martinez,2018,7
Martinez,2019,2
Marysville,2001,1
Marysville,2003,3
Marysville,2004,1
Marysville,2005,5
Marysville,2006,10
Marysville,2007,12
Marysville,2008,9
Marysville,2009,21
Marysville,2010,27
Marysville,2011,29
Marysville,2012,40
Marysville,2013,35
Marysville,2014,12
Marysville,2015,2
Marysville,2017,2
Marysville,2018,16
Marysville,2019,8
Maxwell,2009,4
Maxwell,2010,5
Maxwell,2012,4
Maxwell,2013,4
Maxwell,2014,1
Maywood,2011,1
Maywood,2012,1
Maywood,2015,1
Maywood,2016,4
Maywood,2017,4
Maywood,2018,1
Maywood,2019,1
Mc Farland,2007,1
Mc Farland,2008,2
Mc Farland,2009,1
Mc Farland,2010,1
Mc Farland,2011,1
Mc Farland,2012,2
Mc Farland,2013,2
Mc Farland,2014,3
Mc Farland,2015,1
McArthur,2009,1
McArthur,2010,7
McArthur,2011,2
McArthur,2012,2
McArthur,2014,1
McArthur,2016,1
McFarland,2007,1
McFarland,2015,1
McFarland,2016,3
McFarland,2017,1
McKinleyville,2001,2
McKinleyville,2002,1
McKinleyville,2003,7
McKinleyville,2004,3
McKinleyville,2005,3
McKinleyville,2006,6
McKinleyville,2007,8
McKinleyville,2008,5
McKinleyville,2009,4
McKinleyville,2010,3
McKinleyville,2011,11
McKinleyville,2012,11
McKinleyville,2013,5
McKinleyville,2014,1
McKinleyville,2015,4
McKinleyville,2016,4
McKinleyville,2017,2
McKinleyville,2018,3
Mcfarland,2016,1
Mcfarland,2017,1
Mckinleyville,2008,1
Mckinleyville,2010,1
Meadow Valley,2002,1
Meadow Valley,2004,2
Meadow Valley,2006,2
Meadow Valley,2007,2
Meadow Valley,2010,1
Meadow Vista,2002,2
Meadow Vista,2003,1
Meadow Vista,2004,6
Meadow Vista,2005,1
Meadow Vista,2006,2
Meadow Vista,2007,4
Meadow Vista,2008,7
Meadow Vista,2009,11
Meadow Vista,2010,8
Meadow Vista,2011,7
Meadow Vista,2012,5
Meadow Vista,2013,11
Meadow Vista,2014,2
Meadow Vista,2015,4
Mena,2010,3
Mena,2011,1
Mendocino,1998,1
Mendocino,2002,3
Mendocino,2004,4
Mendocino,2005,3
Mendocino,2006,1
Mendocino,2007,1
Mendocino,2008,2
Mendocino,2009,4
Mendocino,2010,5
Mendocino,2011,6
Mendocino,2012,3
Mendocino,2013,5
Mendocino,2014,1
Mendota,2002,1
Mendota,2008,1
Mendota,2010,1
Mendota,2011,1
Mendota,2012,2
Mendota,2013,3
Mendota,2014,2
Mendota,2016,1
Mendota,2018,2
Menifee,2002,1
Menifee,2003,1
Menifee,2004,2
Menifee,2005,6
Menifee,2006,3
Menifee,2007,6
Menifee,2008,1
Menifee,2009,9
Menifee,2010,20
Menifee,2011,51
Menifee,2012,113
Menifee,2013,311
Menifee,2014,212
Menifee,2015,177
Menifee,2016,206
Menifee,2017,329
Menifee,2018,412
Menifee,2019,373
Menlo Park,2001,9
Menlo Park,2002,9
Menlo Park,2003,7
Menlo Park,2004,10
Menlo Park,2005,14
Menlo Park,2006,16
Menlo Park,2007,61
Menlo Park,2008,89
Menlo Park,2009,32
Menlo Park,2010,41
Menlo Park,2011,35
Menlo Park,2012,44
Menlo Park,2013,54
Menlo Park,2014,8
Menlo Park,2015,8
Menlo Park,2016,11
Menlo Park,2017,12
Menlo Park,2018,7
Menlo Park,2019,12
Mentone,2007,1
Mentone,2008,1
Mentone,2009,1
Mentone,2010,4
Mentone,2011,7
Mentone,2012,7
Mentone,2013,5
Mentone,2014,9
Mentone,2016,9
Mentone,2017,10
Merced,2001,1
Merced,2002,2
Merced,2003,1
Merced,2004,9
Merced,2005,4
Merced,2006,13
Merced,2007,19
Merced,2008,16
Merced,2009,13
Merced,2010,24
Merced,2011,39
Merced,2012,73
Merced,2013,51
Merced,2014,11
Merced,2015,10
Merced,2016,3
Merced,2017,6
Merced,2018,5
Merced,2019,5
Meridian,2006,1
Meridian,2010,1
Meridian,2012,3
Meridian,2013,1
Mesa Verde,2011,1
Mi Wuk Village,2009,1
Middletown,2001,2
Middletown,2002,2
Middletown,2003,2
Middletown,2004,5
Middletown,2005,2
Middletown,2006,2
Middletown,2007,6
Middletown,2008,5
Middletown,2009,5
Middletown,2010,4
Middletown,2011,4
Middletown,2012,4
Middletown,2013,5
Middletown,2014,1
Middletown,2016,1
Middletown,2017,2
Midpines,2002,1
Midpines,2003,1
Midpines,2004,1
Midpines,2008,1
Midway City,2005,1
Midway City,2010,2
Midway City,2011,1
Midway City,2012,3
Midway City,2013,2
Midway City,2014,2
Midway City,2016,5
Midway City,2017,2
Midway City,2018,1
Mill Valley,2000,1
Mill Valley,2001,4
Mill Valley,2002,12
Mill Valley,2003,18
Mill Valley,2004,26
Mill Valley,2005,24
Mill Valley,2006,35
Mill Valley,2007,57
Mill Valley,2008,61
Mill Valley,2009,34
Mill Valley,2010,35
Mill Valley,2011,34
Mill Valley,2012,52
Mill Valley,2013,57
Mill Valley,2014,11
Mill Valley,2015,3
Mill Valley,2016,2
Mill Valley,2017,1
Millbrae,2002,1
Millbrae,2003,3
Millbrae,2004,6
Millbrae,2005,1
Millbrae,2006,2
Millbrae,2007,6
Millbrae,2008,3
Millbrae,2009,11
Millbrae,2010,6
Millbrae,2011,10
Millbrae,2012,23
Millbrae,2013,14
Millbrae,2014,4
Millbrae,2015,1
Millbrae,2016,1
Millville,2003,1
Millville,2005,1
Millville,2008,3
Millville,2009,2
Millville,2010,3
Millville,2011,4
Millville,2012,3
Millville,2013,4
Millville,2014,1
Millville,2015,1
Millville,2016,1
Milpitas,2000,1
Milpitas,2001,1
Milpitas,2002,1
Milpitas,2003,2
Milpitas,2004,3
Milpitas,2005,4
Milpitas,2006,4
Milpitas,2007,7
Milpitas,2008,18
Milpitas,2009,23
Milpitas,2010,21
Milpitas,2011,30
Milpitas,2012,64
Milpitas,2013,48
Milpitas,2014,47
Milpitas,2015,52
Milpitas,2016,8
Milpitas,2017,67
Milpitas,2018,12
Mineral,2008,2
Mira Loma,2006,3
Mira Loma,2007,2
Mira Loma,2008,4
Mira Loma,2009,3
Mira Loma,2010,11
Mira Loma,2011,24
Mira Loma,2012,69
Mira Loma,2013,73
Mira Loma,2014,31
Mira Loma,2015,4
Mira Loma,2016,33
Mira Loma,2017,29
Mira Loma,2018,4
Mira loma,2017,1
Mirada,2013,1
Miramonte,2005,1
Miramonte,2007,1
Miramonte,2013,1
Miranda,2006,1
Miranda,2008,1
Mission Viejo,2000,1
Mission Viejo,2002,5
Mission Viejo,2003,7
Mission Viejo,2004,5
Mission Viejo,2005,3
Mission Viejo,2006,6
Mission Viejo,2007,16
Mission Viejo,2008,24
Mission Viejo,2009,46
Mission Viejo,2010,76
Mission Viejo,2011,103
Mission Viejo,2012,138
Mission Viejo,2013,164
Mission Viejo,2014,99
Mission Viejo,2015,31
Mission Viejo,2016,84
Mission Viejo,2017,70
Mission Viejo,2018,18
Miwuk Village,2007,1
Moccasin,2010,1
Modjeska Canyon,2004,1
Mojave,2006,1
Mojave,2008,1
Mojave,2009,3
Mojave,2010,1
Mojave,2011,2
Mojave,2012,2
Mojave,2013,9
Mojave,2014,2
Mojave,2015,1
Mojave,2016,2
Mokelumne Hill,2002,1
Mokelumne Hill,2003,1
Mokelumne Hill,2004,1
Mokelumne Hill,2005,1
Mokelumne Hill,2007,1
Mokelumne Hill,2009,3
Mokelumne Hill,2010,4
Mokelumne Hill,2011,2
Mokelumne Hill,2012,3
Monrovia,1999,1
Monrovia,2003,1
Monrovia,2004,3
Monrovia,2005,2
Monrovia,2006,2
Monrovia,2007,3
Monrovia,2008,3
Monrovia,2009,9
Monrovia,2010,16
Monrovia,2011,15
Monrovia,2012,20
Monrovia,2013,36
Monrovia,2014,17
Monrovia,2015,21
Monrovia,2016,14
Monrovia,2017,18
Monrovia,2018,1
Monrovia,2019,3
Montara,2002,1
Montara,2003,2
Montara,2004,2
Montara,2005,1
Montara,2007,1
Montara,2008,3
Montara,2009,3
Montara,2010,3
Montara,2011,3
Montara,2012,5
Montara,2013,12
Montara,2014,1
Montara,2015,1
Montclair,2003,1
Montclair,2004,1
Montclair,2008,1
Montclair,2009,2
Montclair,2010,4
Montclair,2011,6
Montclair,2012,9
Montclair,2013,7
Montclair,2014,14
Montclair,2015,2
Montclair,2016,27
Montclair,2017,18
Montclair,2018,1
Monte Nido,2010,1
Monte Rio,2004,1
Monte Rio,2005,1
Monte Rio,2007,2
Monte Rio,2009,3
Monte Rio,2010,1
Monte Rio,2012,2
Monte Rio,2014,1
Monte Sereno,2002,2
Monte Sereno,2003,2
Monte Sereno,2004,2
Monte Sereno,2006,3
Monte Sereno,2007,4
Monte Sereno,2008,4
Monte Sereno,2009,6
Monte Sereno,2010,1
Monte Sereno,2011,5
Monte Sereno,2012,2
Monte Sereno,2013,6
Monte Sereno,2014,2
Monte Sereno,2018,1
Montebello,2004,2
Montebello,2008,3
Montebello,2009,2
Montebello,2010,2
Montebello,2011,4
Montebello,2012,6
Montebello,2013,16
Montebello,2014,20
Montebello,2015,2
Montebello,2016,17
Montebello,2017,49
Montebello,2018,32
Montebello,2019,18
Montecito,2001,2
Montecito,2004,1
Montecito,2005,1
Montecito,2006,1
Montecito,2007,1
Montecito,2012,1
Montecito,2014,1
Montecito,2015,2
Monterey,2001,1
Monterey,2002,1
Monterey,2003,4
Monterey,2004,4
Monterey,2005,5
Monterey,2006,11
Monterey,2007,14
Monterey,2008,14
Monterey,2009,22
Monterey,2010,14
Monterey,2011,20
Monterey,2012,23
Monterey,2013,27
Monterey,2014,11
Monterey,2015,7
Monterey,2017,1
Monterey Park,2002,1
Monterey Park,2003,3
Monterey Park,2004,3
Monterey Park,2006,2
Monterey Park,2007,4
Monterey Park,2008,2
Monterey Park,2009,5
Monterey Park,2010,10
Monterey Park,2011,5
Monterey Park,2012,16
Monterey Park,2013,33
Monterey Park,2014,30
Monterey Park,2015,1
Monterey Park,2016,89
Monterey Park,2017,37
Monterey Park,2018,1
Monterey Park,2019,1
Monterey park,2016,1
Montgomery Creek,2005,1
Montgomery Creek,2008,1
Montgomery Creek,2009,1
Montrose,2002,1
Montrose,2008,2
Montrose,2009,1
Montrose,2011,1
Montrose,2012,3
Montrose,2013,1
Montrose,2014,4
Montrose,2016,2
Moorpark,2002,4
Moorpark,2003,4
Moorpark,2004,2
Moorpark,2005,1
Moorpark,2006,2
Moorpark,2007,14
Moorpark,2008,7
Moorpark,2009,9
Moorpark,2010,13
Moorpark,2011,50
Moorpark,2012,73
Moorpark,2013,89
Moorpark,2014,87
Moorpark,2015,33
Moorpark,2016,43
Moorpark,2017,37
Moorpark,2018,3
Morada,2011,1
Moraga,2002,1
Moraga,2003,2
Moraga,2004,4
Moraga,2005,10
Moraga,2006,10
Moraga,2007,16
Moraga,2008,7
Moraga,2009,21
Moraga,2010,12
Moraga,2011,27
Moraga,2012,26
Moraga,2013,37
Moraga,2014,4
Moraga,2015,2
Moraga,2016,1
Moraga,2017,7
Moraga,2018,1
Moreno VAlley,2016,1
Moreno Valley,2001,1
Moreno Valley,2002,1
Moreno Valley,2003,3
Moreno Valley,2004,6
Moreno Valley,2005,5
Moreno Valley,2006,9
Moreno Valley,2007,15
Moreno Valley,2008,15
Moreno Valley,2009,14
Moreno Valley,2010,35
Moreno Valley,2011,68
Moreno Valley,2012,96
Moreno Valley,2013,186
Moreno Valley,2014,159
Moreno Valley,2015,6
Moreno Valley,2016,144
Moreno Valley,2017,210
Moreno Valley,2018,101
Moreno Valley,2019,82
Moreno valley,2017,3
Moreno valley,2018,1
Morgan Hill,2000,1
Morgan Hill,2001,4
Morgan Hill,2002,3
Morgan Hill,2003,5
Morgan Hill,2004,16
Morgan Hill,2005,15
Morgan Hill,2006,11
Morgan Hill,2007,32
Morgan Hill,2008,25
Morgan Hill,2009,45
Morgan Hill,2010,123
Morgan Hill,2011,136
Morgan Hill,2012,111
Morgan Hill,2013,256
Morgan Hill,2014,80
Morgan Hill,2015,39
Morgan Hill,2016,58
Morgan Hill,2017,70
Morgan Hill,2018,68
Morgan Hill,2019,10
Morgan hill,2005,1
Morongo Valley,2001,1
Morongo Valley,2003,1
Morongo Valley,2004,2
Morongo Valley,2006,1
Morongo Valley,2008,1
Morongo Valley,2009,2
Morongo Valley,2010,1
Morongo Valley,2011,1
Morongo Valley,2012,5
Morongo Valley,2013,5
Morongo Valley,2014,6
Morongo Valley,2016,5
Morongo Valley,2017,5
Morristown,2004,1
Morristown,2008,1
Morro Bay,2001,2
Morro Bay,2002,1
Morro Bay,2003,3
Morro Bay,2005,1
Morro Bay,2006,7
Morro Bay,2007,6
Morro Bay,2008,4
Morro Bay,2009,8
Morro Bay,2010,11
Morro Bay,2011,11
Morro Bay,2012,12
Morro Bay,2013,4
Morro Bay,2014,2
Morro Bay,2017,1
Moss Beach,1998,1
Moss Beach,2002,1
Moss Beach,2003,1
Moss Beach,2004,1
Moss Beach,2006,3
Moss Beach,2007,1
Moss Beach,2008,2
Moss Beach,2009,2
Moss Beach,2010,4
Moss Beach,2011,5
Moss Beach,2012,5
Moss Beach,2013,11
Moss Beach,2014,1
Mount Aukum,2002,1
Mount Aukum,2005,1
Mount Aukum,2008,1
Mount Aukum,2009,1
Mount Aukum,2010,3
Mount Aukum,2011,2
Mount Hamilton,2007,1
Mount Hermon,2009,1
Mount Hermon,2013,2
Mount Laguna,2009,1
Mountain Center,2010,1
Mountain Center,2011,1
Mountain Center,2016,1
Mountain Mesa,2010,2
Mountain Ranch,2001,1
Mountain Ranch,2002,1
Mountain Ranch,2003,1
Mountain Ranch,2004,2
Mountain Ranch,2006,4
Mountain Ranch,2007,6
Mountain Ranch,2008,4
Mountain Ranch,2009,6
Mountain Ranch,2010,1
Mountain Ranch,2011,3
Mountain Ranch,2012,1
Mountain Ranch,2013,5
Mountain Ranch,2015,1
Mountain View,1999,1
Mountain View,2001,6
Mountain View,2002,6
Mountain View,2003,9
Mountain View,2004,11
Mountain View,2005,16
Mountain View,2006,20
Mountain View,2007,145
Mountain View,2008,65
Mountain View,2009,35
Mountain View,2010,37
Mountain View,2011,72
Mountain View,2012,92
Mountain View,2013,73
Mountain View,2014,70
Mountain View,2015,10
Mountain View,2016,1
Mountain View,2017,20
Mountain View,2018,4
Mountain View,2019,1
Mountainburg,2010,1
Mountainburg,2011,1
Mt Baldy,2008,1
Mt Baldy,2011,1
Mt Ranch,2007,1
Mt. Ranch,2006,1
Mt. View,2004,1
Mt. View,2007,1
Muir Beach,2000,1
Muir Beach,2004,5
Muir Beach,2006,2
Muir Beach,2007,3
Muir Beach,2008,2
Muir Beach,2009,1
